customer_id,account_age_months,monthly_spend,contract_type,region,customer_segment,product_usage_score,support_ticket_count,avg_response_time_hours,avg_resolution_time_hours,satisfaction_score,failed_interactions,previous_escalations,renewal_due_days,renewal_status,severity_low_count,severity_medium_count,severity_high_count,severity_critical_count,risk_label
CUST-012037,58,2030.39,annual,Latin America,Mid-Market,71.35,3,9.58,35.19,4.09,3,0,327,not_due,2,1,0,0,0
CUST-001238,65,3289.56,annual,North America,Mid-Market,,3,3.38,15.21,3.93,2,0,354,not_due,1,1,1,0,0
CUST-002848,39,590.82,monthly,North America,SMB,95.84,2,3.77,11.49,5.0,0,0,123,not_due,1,1,0,0,0
CUST-012831,55,782.86,multi_year,North America,SMB,76.19,3,14.8,45.38,4.83,1,0,2,due_soon,3,0,0,0,0
CUST-010150,54,1556.57,monthly,North America,Mid-Market,38.71,8,6.78,35.34,3.43,5,1,314,not_due,3,2,3,0,1
CUST-000730,28,3974.95,multi_year,Europe,Mid-Market,81.31,4,14.21,44.46,4.24,2,1,258,not_due,1,3,0,0,0
CUST-014493,79,9402.88,annual,North America,Enterprise,48.29,9,10.16,62.65,3.15,7,3,-15,overdue,2,2,3,2,1
CUST-001669,101,1037.85,annual,APAC,SMB,44.77,6,9.73,38.05,4.47,1,0,301,not_due,4,2,0,0,0
CUST-011290,31,482.91,monthly,North America,SMB,72.56,1,15.68,66.08,4.23,1,0,243,not_due,0,0,1,0,0
CUST-001885,47,631.93,annual,Middle East & Africa,SMB,76.21,4,10.59,21.65,4.29,3,1,64,upcoming,3,1,0,0,0
CUST-007058,51,843.1,multi_year,Middle East & Africa,SMB,79.41,3,10.03,36.12,4.98,0,0,261,not_due,0,2,1,0,0
CUST-001351,27,4408.74,monthly,APAC,Enterprise,90.26,6,6.61,25.19,4.83,0,0,138,not_due,4,2,0,0,0
CUST-004096,37,801.8,annual,North America,SMB,79.46,2,14.5,59.83,4.91,0,0,104,upcoming,1,1,0,0,0
CUST-010137,20,8954.72,annual,Europe,Enterprise,82.09,8,36.34,128.59,4.03,1,1,-20,overdue,4,3,1,0,1
CUST-011054,63,2746.36,monthly,Europe,Mid-Market,75.2,3,7.03,26.69,4.77,2,0,120,upcoming,0,3,0,0,0
CUST-002411,42,1795.48,annual,Middle East & Africa,Mid-Market,76.95,5,10.83,44.19,4.03,1,2,312,not_due,2,3,0,0,0
CUST-012282,31,16655.48,annual,APAC,Strategic,54.22,14,14.51,57.98,3.37,2,0,148,not_due,6,5,2,1,1
CUST-014451,72,19118.93,multi_year,Latin America,Enterprise,70.94,1,5.57,14.07,4.22,2,0,207,not_due,1,0,0,0,0
CUST-003974,45,584.08,monthly,APAC,SMB,75.14,5,5.35,24.06,,1,1,361,not_due,2,2,0,1,0
CUST-007357,82,12906.92,annual,North America,Enterprise,65.55,5,8.59,22.77,4.09,4,3,296,not_due,1,3,1,0,1
CUST-009269,13,17233.36,annual,Europe,Enterprise,61.67,11,16.22,41.36,3.44,4,0,343,not_due,6,3,2,0,1
CUST-006906,90,,annual,Europe,Enterprise,50.87,4,7.2,26.89,4.47,1,0,153,not_due,3,1,0,0,0
CUST-014881,64,1186.94,annual,APAC,SMB,81.8,5,11.41,43.86,4.86,0,0,32,due_soon,2,2,1,0,0
CUST-007973,29,2677.07,annual,North America,Mid-Market,74.13,0,4.07,9.42,4.57,1,0,154,not_due,0,0,0,0,0
CUST-011064,38,1761.57,monthly,North America,SMB,57.79,6,8.68,37.24,4.42,4,0,349,not_due,4,1,0,1,0
CUST-013663,3,60960.41,annual,North America,Strategic,70.1,8,8.28,38.45,4.25,3,1,61,upcoming,4,3,0,1,0
CUST-004471,28,6329.76,annual,Europe,Enterprise,93.67,4,11.18,33.38,4.73,1,0,304,not_due,3,1,0,0,0
CUST-000780,57,8420.7,annual,North America,Enterprise,48.98,7,4.0,21.21,4.23,0,2,180,not_due,1,4,1,1,0
CUST-001754,38,7167.71,annual,Europe,Enterprise,21.4,10,9.03,29.46,3.91,2,1,107,upcoming,6,2,2,0,1
CUST-001266,72,17048.47,monthly,APAC,Enterprise,92.84,8,12.33,51.03,4.65,1,0,166,not_due,4,1,2,1,0
CUST-010348,44,7062.92,multi_year,North America,Mid-Market,77.75,5,13.05,33.01,4.64,2,0,232,not_due,2,3,0,0,0
CUST-013679,55,2284.69,annual,Europe,Mid-Market,75.26,4,5.53,20.04,4.45,0,0,330,not_due,2,2,0,0,0
CUST-007045,27,43483.02,multi_year,North America,Strategic,87.32,9,7.75,31.85,4.55,1,0,69,upcoming,3,4,2,0,0
CUST-011053,76,7359.89,annual,Middle East & Africa,Enterprise,60.11,9,12.26,71.99,3.76,2,2,130,not_due,1,3,4,1,1
CUST-009561,3,3315.67,annual,Europe,Mid-Market,79.01,8,9.47,35.72,4.26,1,1,87,upcoming,4,4,0,0,0
CUST-001909,34,17746.37,annual,North America,Enterprise,83.75,5,7.22,22.93,4.53,2,1,142,not_due,2,2,1,0,0
CUST-009204,37,710.99,monthly,North America,SMB,87.45,2,7.49,15.45,5.0,0,0,347,not_due,1,1,0,0,0
CUST-014077,9,969.6,monthly,APAC,SMB,71.09,5,4.58,28.18,4.9,1,0,256,not_due,1,2,1,1,0
CUST-011558,43,22893.05,annual,North America,Strategic,72.38,5,13.6,57.92,4.3,3,1,328,not_due,3,1,1,0,0
CUST-004141,86,2671.03,annual,North America,Mid-Market,59.47,6,7.04,33.0,5.0,1,0,215,not_due,1,4,1,0,0
CUST-004023,67,587.8,annual,APAC,SMB,79.01,5,7.49,22.28,5.0,0,0,247,not_due,4,1,0,0,0
CUST-004326,15,1206.61,monthly,Latin America,Mid-Market,71.89,4,7.77,23.74,4.72,4,1,142,not_due,2,1,1,0,0
CUST-012601,38,8449.7,monthly,Europe,Enterprise,81.19,5,6.19,14.2,4.59,3,0,239,not_due,2,3,0,0,0
CUST-013245,31,2219.87,annual,North America,SMB,42.72,9,8.08,38.15,4.09,1,0,67,upcoming,4,2,2,1,0
CUST-012980,120,13381.29,multi_year,APAC,Enterprise,47.49,8,20.09,86.42,3.54,2,1,252,,4,3,1,0,0
CUST-007087,48,5774.38,monthly,APAC,Enterprise,47.9,17,6.59,22.29,3.43,2,1,152,not_due,11,5,1,0,1
CUST-014842,62,3075.71,annual,Latin America,Mid-Market,86.78,5,6.06,24.85,5.0,1,0,1,due_soon,1,3,1,0,0
CUST-014119,109,3519.7,multi_year,APAC,Mid-Market,92.9,2,5.63,18.79,4.82,1,0,197,not_due,1,1,0,0,0
CUST-006515,58,597.04,annual,Europe,SMB,97.13,1,2.02,,5.0,0,0,325,not_due,1,0,0,0,0
CUST-000576,120,4396.13,monthly,APAC,Mid-Market,53.9,5,6.23,29.03,4.48,3,1,28,due_soon,3,0,2,0,0
CUST-002524,28,2271.52,annual,Europe,Mid-Market,62.29,6,9.95,40.61,4.22,3,1,313,not_due,5,1,0,0,0
CUST-000153,72,1945.19,multi_year,North America,SMB,59.81,3,2.06,11.64,5.0,0,0,262,not_due,1,1,1,0,0
CUST-004230,24,456.12,monthly,APAC,SMB,49.19,4,6.96,38.14,3.67,1,0,126,not_due,2,1,0,1,0
CUST-011140,30,1034.25,multi_year,Latin America,SMB,68.27,4,9.36,38.22,3.69,2,3,163,not_due,1,1,2,0,0
CUST-010718,31,11066.53,annual,Europe,Enterprise,58.74,9,4.91,12.63,4.8,0,0,288,not_due,8,1,0,0,0
CUST-002714,40,731.78,annual,Europe,SMB,65.44,5,7.44,46.71,4.19,0,0,276,not_due,0,1,3,1,0
CUST-013013,110,27823.2,annual,APAC,Strategic,63.07,15,5.67,34.35,4.28,2,1,162,not_due,8,5,1,1,1
CUST-003514,42,12356.59,monthly,North America,Strategic,75.73,11,3.16,20.92,4.39,1,0,117,upcoming,7,2,2,0,0
CUST-012073,23,1179.27,annual,Latin America,SMB,90.42,1,1.37,4.03,4.91,0,0,199,not_due,1,0,0,0,0
CUST-001799,9,4160.57,annual,APAC,Mid-Market,61.05,4,9.45,33.93,4.61,2,1,269,not_due,2,1,1,0,0
CUST-005015,72,450.02,monthly,APAC,SMB,26.03,8,3.65,27.29,4.12,2,0,27,due_soon,3,2,2,1,1
CUST-003206,42,5420.2,annual,North America,Mid-Market,64.82,4,2.97,10.07,4.37,2,0,172,not_due,0,3,1,0,0
CUST-014427,70,710.67,annual,North America,SMB,100.0,3,2.83,10.39,5.0,0,0,199,not_due,2,1,0,0,0
CUST-003802,62,690.32,monthly,North America,SMB,42.15,5,11.51,33.02,4.01,4,0,10,due_soon,1,3,1,0,1
CUST-003738,95,10448.12,annual,APAC,Enterprise,88.9,5,9.6,36.96,4.51,2,0,-28,overdue,2,2,1,0,0
CUST-001205,66,648.62,annual,North America,SMB,35.24,4,11.5,37.14,3.15,3,1,299,not_due,0,1,3,0,1
CUST-002064,53,1086.16,annual,North America,SMB,61.79,4,9.79,36.12,4.31,1,1,-15,overdue,1,3,0,0,0
CUST-004980,57,8304.49,monthly,Europe,Enterprise,68.84,10,3.67,25.1,4.74,0,1,122,not_due,2,4,4,0,0
CUST-000008,102,13952.74,multi_year,APAC,Enterprise,73.86,11,11.54,44.41,4.28,2,0,305,not_due,7,2,2,0,0
CUST-001693,83,1268.59,annual,Europe,SMB,61.21,7,5.85,25.61,4.66,0,0,241,not_due,4,2,1,0,0
CUST-006358,88,26703.09,annual,Europe,Strategic,63.69,13,11.94,35.32,4.27,3,1,44,due_soon,8,5,0,0,1
CUST-003596,72,21602.74,monthly,APAC,Strategic,100.0,6,2.36,5.37,5.0,0,1,287,not_due,4,2,0,0,0
CUST-009340,120,750.6,annual,Middle East & Africa,SMB,72.77,5,10.36,22.97,4.77,2,0,237,not_due,2,3,0,0,0
CUST-005051,21,928.4,monthly,North America,SMB,38.88,7,8.97,44.91,4.1,0,2,145,not_due,2,2,1,2,1
CUST-002511,46,2714.6,multi_year,APAC,Mid-Market,64.26,5,8.73,24.74,4.82,1,0,50,upcoming,4,1,0,0,0
CUST-003783,94,18498.66,monthly,North America,Strategic,41.69,7,10.18,42.08,4.07,3,0,-25,overdue,5,0,1,1,1
CUST-013306,25,1405.43,annual,North America,SMB,95.9,3,4.31,8.93,4.39,1,0,266,not_due,3,0,0,0,0
CUST-007815,55,4757.44,multi_year,Middle East & Africa,Mid-Market,69.42,2,8.83,19.24,4.57,1,0,352,not_due,1,1,0,0,0
CUST-002656,28,19923.45,annual,North America,Strategic,55.66,4,7.78,36.19,4.15,1,0,295,not_due,3,0,1,0,0
CUST-006300,50,38779.08,monthly,APAC,Strategic,76.04,11,3.04,19.63,4.49,0,1,301,not_due,5,4,2,0,0
CUST-002759,120,1553.33,monthly,APAC,Mid-Market,56.63,8,11.23,64.4,3.43,5,1,284,not_due,3,2,1,2,1
CUST-008593,75,9321.81,monthly,North America,Enterprise,57.35,13,9.31,53.81,4.14,2,2,138,not_due,7,4,0,2,1
CUST-005745,39,3082.48,monthly,North America,Mid-Market,92.21,4,7.38,34.22,4.45,1,0,355,not_due,1,1,1,1,0
CUST-014421,36,18599.6,monthly,Europe,Strategic,69.96,11,11.8,65.8,3.94,2,2,238,not_due,5,3,2,1,1
CUST-009272,24,25219.44,monthly,North America,Enterprise,100.0,7,10.55,44.84,4.61,1,0,260,not_due,1,3,2,1,0
CUST-004390,19,3330.98,monthly,Europe,Mid-Market,70.18,11,14.16,53.31,3.69,3,0,274,not_due,4,4,2,1,1
CUST-013384,17,903.53,annual,North America,SMB,75.82,6,3.91,16.86,4.64,2,0,7,due_soon,3,2,1,0,0
CUST-003766,55,10390.89,annual,APAC,Enterprise,54.12,5,6.86,21.35,4.33,2,1,316,not_due,3,1,1,0,0
CUST-004179,107,1864.33,annual,Latin America,Mid-Market,74.71,4,11.25,47.71,4.54,1,1,161,not_due,1,1,2,0,0
CUST-000280,58,23910.19,multi_year,Europe,Enterprise,66.61,12,10.03,39.57,3.78,2,3,116,upcoming,6,4,1,1,1
CUST-004193,96,3938.39,annual,Europe,Mid-Market,49.67,7,16.08,65.03,4.04,3,0,94,upcoming,2,2,3,0,0
CUST-012707,29,1081.47,annual,Europe,SMB,74.76,4,6.63,24.86,4.7,1,3,120,upcoming,2,1,1,0,0
CUST-014224,120,33269.06,multi_year,Europe,Strategic,48.02,13,8.75,40.5,3.25,2,1,-9,overdue,4,6,1,2,1
CUST-013484,28,792.42,monthly,North America,SMB,38.83,6,10.3,40.87,4.38,3,0,179,not_due,0,3,2,1,0
CUST-014976,106,7723.55,monthly,Europe,Enterprise,35.14,13,11.33,49.55,2.8,6,1,-22,overdue,4,6,1,2,1
CUST-013106,47,19174.87,monthly,North America,Enterprise,78.63,12,8.83,67.54,3.96,3,1,164,not_due,3,5,1,3,1
CUST-010564,14,829.29,annual,Europe,SMB,77.7,2,5.35,21.33,4.41,4,2,99,upcoming,1,1,0,0,0
CUST-005421,22,2754.07,annual,APAC,Mid-Market,100.0,0,3.69,9.82,5.0,0,0,346,not_due,0,0,0,0,0
CUST-007761,49,619.0,annual,Latin America,SMB,63.38,3,10.3,30.12,4.61,2,1,346,not_due,1,2,0,0,0
CUST-006880,63,1582.57,annual,North America,SMB,37.13,9,4.97,36.52,3.92,2,0,141,not_due,3,2,3,1,0
CUST-008667,19,2099.36,annual,APAC,Mid-Market,74.81,2,3.39,13.43,5.0,0,0,92,upcoming,2,0,0,0,0
CUST-011124,53,866.51,annual,Middle East & Africa,SMB,70.7,4,26.43,77.18,3.8,0,0,81,upcoming,2,1,1,0,0
CUST-002645,62,918.92,monthly,North America,SMB,61.08,2,8.6,30.27,4.86,1,0,285,not_due,2,0,0,0,0
CUST-002792,39,724.98,monthly,North America,SMB,76.85,6,6.91,30.08,4.8,1,0,205,not_due,2,2,2,0,0
CUST-013324,46,51561.56,annual,North America,Strategic,68.71,10,8.01,29.03,4.34,4,0,312,not_due,6,2,2,0,0
CUST-006737,120,885.91,monthly,North America,SMB,56.74,6,12.03,54.0,4.18,3,0,204,not_due,3,2,1,0,0
CUST-004313,7,738.11,annual,Europe,SMB,90.85,2,1.69,4.14,4.87,1,1,9,due_soon,1,1,0,0,0
CUST-002335,66,2849.48,monthly,APAC,Mid-Market,83.87,7,3.86,10.75,5.0,1,0,193,not_due,4,3,0,0,0
CUST-014461,55,6773.16,multi_year,Europe,Mid-Market,76.57,2,3.99,12.3,5.0,1,0,87,upcoming,1,1,0,0,0
CUST-008974,30,1129.16,annual,North America,SMB,57.16,5,12.34,54.87,3.21,4,1,105,upcoming,1,0,3,1,1
CUST-001460,40,409.8,monthly,Europe,SMB,52.82,5,6.08,23.49,4.49,3,0,105,upcoming,4,1,0,0,0
CUST-002766,61,27968.0,monthly,APAC,Strategic,71.12,10,6.45,37.02,4.33,4,1,-9,overdue,3,5,1,1,1
CUST-001818,60,4165.08,monthly,North America,Mid-Market,71.51,6,9.11,40.34,4.12,4,1,87,upcoming,5,0,1,0,1
CUST-013042,45,3204.72,multi_year,North America,Mid-Market,57.01,7,8.84,32.02,3.63,1,1,142,not_due,2,3,2,0,0
CUST-003542,43,3030.48,annual,North America,Mid-Market,66.69,7,4.73,37.36,3.9,2,1,348,not_due,4,1,0,2,0
CUST-004244,81,4437.21,annual,APAC,Mid-Market,80.76,9,7.05,29.85,4.38,2,1,108,upcoming,5,2,2,0,0
CUST-000813,59,22845.09,monthly,Europe,Strategic,51.17,14,13.55,45.46,3.32,6,2,34,due_soon,7,5,1,1,1
CUST-014100,57,1509.68,monthly,APAC,Mid-Market,50.51,5,11.54,25.08,4.38,2,0,225,not_due,4,1,0,0,0
CUST-001270,38,4768.76,multi_year,Europe,Mid-Market,88.37,1,3.52,7.11,5.0,1,0,181,not_due,1,0,0,0,0
CUST-001655,41,25085.29,monthly,Latin America,Strategic,62.15,6,3.91,10.49,4.0,3,1,334,not_due,2,4,0,0,0
CUST-008563,14,12117.18,annual,North America,Enterprise,60.67,8,5.77,13.76,4.62,3,0,209,not_due,3,5,0,0,0
CUST-000501,49,7637.91,annual,Europe,Enterprise,63.59,6,4.33,15.97,4.86,1,0,88,upcoming,2,3,1,0,0
CUST-009988,72,9404.41,annual,North America,Enterprise,72.88,7,8.86,39.74,4.13,2,0,95,upcoming,4,2,1,0,0
CUST-010577,26,7740.02,annual,Europe,Enterprise,13.47,10,19.18,74.75,3.71,1,0,-15,overdue,4,5,1,0,1
CUST-004099,39,2546.71,monthly,North America,Mid-Market,48.37,7,6.35,25.7,4.23,2,0,47,upcoming,2,4,0,1,0
CUST-013303,37,35940.07,annual,Europe,Strategic,70.18,9,5.75,29.86,3.69,5,2,197,not_due,3,3,3,0,1
CUST-007401,49,2107.67,annual,North America,Mid-Market,84.9,4,8.35,25.21,4.59,2,0,-16,overdue,2,2,0,0,0
CUST-008070,24,18269.3,annual,Latin America,Strategic,73.25,5,4.21,17.99,4.29,1,0,0,due_soon,3,1,1,0,0
CUST-011106,38,1038.7,multi_year,North America,SMB,,1,6.54,26.45,5.0,0,0,35,due_soon,0,0,1,0,0
CUST-014547,50,3412.35,annual,Europe,Mid-Market,51.29,8,7.05,22.18,4.8,2,1,282,not_due,2,6,0,0,0
CUST-013165,38,953.58,annual,North America,SMB,50.63,10,6.92,41.46,3.87,1,2,172,not_due,6,1,2,1,1
CUST-009081,33,3464.72,annual,North America,Mid-Market,79.41,5,7.91,24.33,4.63,1,1,227,not_due,3,2,0,0,0
CUST-008815,23,13278.65,annual,Middle East & Africa,Strategic,83.23,2,5.39,18.42,5.0,0,2,225,not_due,2,0,0,0,0
CUST-003829,53,32965.3,annual,APAC,Strategic,78.53,14,15.19,61.6,4.07,3,1,343,not_due,8,5,1,0,0
CUST-012731,44,26364.8,multi_year,APAC,Strategic,100.0,8,7.92,36.7,4.22,3,0,226,not_due,6,1,1,0,0
CUST-009716,19,2420.71,annual,Middle East & Africa,Mid-Market,68.34,2,6.87,28.69,4.48,2,1,178,not_due,1,0,1,0,0
CUST-007622,81,8308.37,monthly,APAC,Enterprise,41.31,6,15.54,45.49,4.02,0,2,175,not_due,4,1,1,0,1
CUST-001451,81,10626.57,annual,Europe,Enterprise,70.54,6,15.47,31.94,4.63,3,0,146,not_due,3,3,0,0,0
CUST-005389,37,2503.66,annual,North America,Mid-Market,76.52,3,8.2,38.66,4.57,0,0,223,not_due,0,1,2,0,0
CUST-005617,15,5668.29,annual,APAC,Mid-Market,80.66,4,11.6,35.62,4.61,1,1,348,not_due,3,1,0,0,0
CUST-008389,105,3190.71,annual,Europe,Mid-Market,79.34,5,2.83,7.27,5.0,1,0,325,not_due,3,2,0,0,0
CUST-002910,80,4027.79,multi_year,Middle East & Africa,Mid-Market,70.38,5,7.52,31.66,4.44,1,1,261,not_due,0,4,1,0,0
CUST-001130,120,17611.93,annual,Europe,Strategic,,8,5.56,23.88,4.33,1,0,279,not_due,4,3,1,0,0
CUST-002768,90,2148.77,annual,APAC,Mid-Market,77.31,4,5.04,28.29,4.53,1,2,352,not_due,0,2,2,0,0
CUST-002719,34,674.81,monthly,Europe,SMB,81.85,4,4.1,18.89,4.39,1,0,194,not_due,0,3,0,1,0
CUST-012010,17,2964.83,annual,Europe,Mid-Market,74.02,6,2.5,9.85,5.0,0,0,359,not_due,5,1,0,0,0
CUST-001433,27,630.95,multi_year,Middle East & Africa,SMB,96.03,4,7.44,24.39,5.0,1,0,93,upcoming,2,2,0,0,0
CUST-004315,45,1085.38,annual,North America,SMB,62.22,8,4.46,17.07,4.18,1,2,204,not_due,4,3,1,0,0
CUST-008310,39,24463.66,annual,Europe,Strategic,43.65,11,3.01,24.51,4.46,1,0,240,not_due,6,2,3,0,0
CUST-011569,55,2368.01,monthly,APAC,Mid-Market,87.42,6,2.95,15.99,5.0,0,1,277,not_due,4,1,1,0,0
CUST-008363,88,2596.62,annual,APAC,Mid-Market,80.3,5,10.66,41.18,4.77,2,0,138,not_due,1,4,0,0,0
CUST-012428,46,7300.69,monthly,,Enterprise,53.48,7,7.91,21.92,4.52,2,0,77,upcoming,4,2,1,0,0
CUST-007705,57,1733.1,annual,Middle East & Africa,Mid-Market,52.13,5,8.87,33.87,4.79,2,1,-23,overdue,1,3,0,1,0
CUST-011419,34,8465.27,annual,Europe,Enterprise,64.39,7,6.69,24.27,4.47,1,1,311,not_due,3,2,2,0,0
CUST-014166,81,593.13,monthly,APAC,SMB,64.63,2,6.5,33.26,4.9,0,1,267,not_due,0,0,2,0,0
CUST-000137,57,16881.15,monthly,Europe,Strategic,73.21,5,8.91,25.87,4.62,1,1,248,not_due,2,3,0,0,0
CUST-007179,63,22142.98,monthly,North America,Strategic,87.51,7,4.02,,4.44,3,2,215,not_due,5,1,1,0,0
CUST-005247,31,2266.57,monthly,North America,Mid-Market,32.88,8,10.67,49.39,3.46,3,1,122,not_due,2,2,4,0,1
CUST-013425,36,2063.61,annual,Latin America,Mid-Market,90.44,2,9.15,36.7,5.0,3,0,356,not_due,1,1,0,0,0
CUST-005300,60,656.67,monthly,Latin America,SMB,30.95,6,9.99,26.72,4.98,1,1,46,upcoming,3,2,1,0,0
CUST-010506,26,7758.22,monthly,APAC,Enterprise,61.62,8,6.73,15.5,4.66,1,0,217,not_due,5,3,0,0,0
CUST-004564,40,9598.19,annual,North America,Enterprise,57.55,9,6.23,36.83,4.53,1,0,283,not_due,5,1,3,0,0
CUST-002929,57,564.5,annual,Europe,SMB,61.12,5,17.16,51.36,4.42,3,1,88,upcoming,3,2,0,0,0
